PNA;NAZWA PLACÓWKI;MIEJSCOWOŒÆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
41-208;FUP Sosnowiec 8;Sosnowiec;Kalinowa; ;Sosnowiec;Sosnowiec;œl¹skie
41-209;UP Sosnowiec 9;Sosnowiec;Pi³sudskiego Józefa (Marsza³ka Józefa Pi³sudskiego);58;Sosnowiec;Sosnowiec;œl¹skie
41-210;UP Sosnowiec 10;Sosnowiec;Ostrogórska;31;Sosnowiec;Sosnowiec;œl¹skie
41-211;UP Sosnowiec 11;Sosnowiec;Narutowicza Gabriela;52;Sosnowiec;Sosnowiec;œl¹skie
41-213;UP Sosnowiec 13;Sosnowiec;Boles³awa Krzywoustego;1;Sosnowiec;Sosnowiec;œl¹skie
41-214;UP Sosnowiec 14;Sosnowiec;Gospodarcza;32;Sosnowiec;Sosnowiec;œl¹skie
41-215;UP Sosnowiec 15;Sosnowiec;Armii Krajowej;81;Sosnowiec;Sosnowiec;œl¹skie
41-216;UP Sosnowiec 16;Sosnowiec;Spadochroniarzy;3;Sosnowiec;Sosnowiec;œl¹skie
41-218;UP Sosnowiec 18;Sosnowiec;Zapolskiej Gabrieli;10 B;Sosnowiec;Sosnowiec;œl¹skie
41-219;UP Sosnowiec 19;Sosnowiec;Lenartowicza Teofila;8;Sosnowiec;Sosnowiec;œl¹skie
41-220;UP Sosnowiec 20;Sosnowiec;Koszaliñska;23;Sosnowiec;Sosnowiec;œl¹skie
41-221;UP Sosnowiec 21;Sosnowiec;Kisielewskiego Stefana;9 A;Sosnowiec;Sosnowiec;œl¹skie
21-518;UP Sosnówka;Sosnówka;;55;Sosnówka;bialski;lubelskie
56-417;AP Sosnówka;Sosnówka;;28;Twardogóra;oleœnicki;dolnoœl¹skie
37-550;AP Soœnica k/Jaros³awia;Soœnica;;184A/3;Radymno;jaros³awski;podkarpackie
44-153;UP Soœnicowice;Soœnicowice;Rynek;3-5;Soœnicowice;gliwicki;œl¹skie
89-412;UP Soœno;Soœno;Nowa;1;Soœno;sêpoleñski;kujawsko-pomorskie
89-413;FUP Soœno;W¹welno;D³uga;5;Soœno;sêpoleñski;kujawsko-pomorskie
46-300;AP Sowczyce;Sowczyce;D³uga;19;Olesno;oleski;opolskie
73-110;AP Sowno;Sowno;;22;Stargard Szczeciñski;stargardzki;zachodniopomorskie
37-430;AP Sójkowa;Sójkowa;;57;Je¿owe;ni¿añski;podkarpackie
23-400;AP Sól;Sól;;251;Bi³goraj;bi³gorajski;lubelskie
97-215;AP Spa³a;Spa³a;Wojciechowskiego Stanis³awa (Prezydenta Stanis³awa Wojciechowskiego);13;Inow³ódz;tomaszowski;³ódzkie
21-077;UP Spiczyn;Spiczyn;;23;Spiczyn;³êczyñski;lubelskie
78-405;AP Spore;Spore;;32;Szczecinek;szczecinecki;zachodniopomorskie
12-150;AP Spychowo;Spychowo;Mazurska;11;Œwiêtajno;szczycieñski;warmiñsko-mazurskie
34-116;UP Spytkowice;Spytkowice;Zamkowa;10 A;Spytkowice;wadowicki;ma³opolskie
18-305;AP Srebrna;Srebrna;;87;Szumowo;zambrowski;podlaskie
57-215;AP Srebrna Góra;Srebrna Góra;Letnia;15;Stoszowice;z¹bkowicki;dolnoœl¹skie
97-310;AP Srock;Srock;Rynek Pl.;6;Moszczenica;piotrkowski;³ódzkie
11-420;UP Srokowo;Srokowo;Kêtrzyñska;8;Srokowo;kêtrzyñski;warmiñsko-mazurskie
34-443;AP Sromowce Ni¿ne;Sromowce Ni¿ne;Pieniñska;77;Czorsztyn;nowotarski;ma³opolskie
34-445;AP Sromowce Wy¿ne;Sromowce Wy¿ne;Ogrodowa;1;Czorsztyn;nowotarski;ma³opolskie
37-450;UP Stalowa Wola 1;Stalowa Wola;Popie³uszki Jerzego (Ksiêdza Jerzego Popie³uszki);18;Stalowa Wola;stalowowolski;podkarpackie
37-450;FUP Stalowa Wola 1;Stalowa Wola;Energetyków;15;Stalowa Wola;stalowowolski;podkarpackie
37-450;FUP Stalowa Wola 1;Stalowa Wola;Narutowicza Gabriela;7;Stalowa Wola;stalowowolski;podkarpackie
37-450;FUP Stalowa Wola 1;Stalowa Wola;Przemys³owa;2b;Stalowa Wola;stalowowolski;podkarpackie
37-450;FUP Stalowa Wola 1;Stalowa Wola;Wañkowicza Melchiora;69;Stalowa Wola;stalowowolski;podkarpackie
37-462;UP Stalowa Wola 4;Stalowa Wola;Hutnicza;13;Stalowa Wola;stalowowolski;podkarpackie
37-463;UP Stalowa Wola 5;Stalowa Wola;Poniatowskiego Józefa;14;Stalowa Wola;stalowowolski;podkarpackie
37-464;UP Stalowa Wola 6;Stalowa Wola;Œciegiennego Piotra (Ksiêdza Piotra Œciegiennego);7;Stalowa Wola;stalowowolski;podkarpackie
37-465;UP Stalowa Wola 7;Stalowa Wola;Siedlanowskiego Marcelego;3;Stalowa Wola;stalowowolski;podkarpackie
37-467;UP Stalowa Wola 9;Stalowa Wola;Jana Paw³a II Al.;25;Stalowa Wola;stalowowolski;podkarpackie
44-145;AP Stanica;Stanica;Gliwicka;24;Pilchowice;gliwicki;œl¹skie
32-015;AP Stanis³awice;Stanis³awice;;140;Bochnia;bocheñski;ma³opolskie
23-460;AP Stanis³awów;Stanis³awów;;40 a;Józefów;bi³gorajski;lubelskie
05-304;UP Stanis³awów k. Warszawy;Stanis³awów;Rynek;7;Stanis³awów;miñski;mazowieckie
78-210;AP Stanomino;Stanomino;;32;Bia³ogard;bia³ogardzki;zachodniopomorskie
58-150;AP Stanowice;Stanowice;Œwiebodzka;4;Strzegom;œwidnicki;dolnoœl¹skie
37-433;AP Stany;Stany;Kolbuszowska;13;Bojanów;stalowowolski;podkarpackie
26-806;UP Stara B³otnica;Stara B³otnica;;46 a;Stara B³otnica;bia³obrzeski;mazowieckie
56-320;AP Stara Huta;Stara Huta;;36;Kroœnice;milicki;dolnoœl¹skie
83-230;AP Stara Jania;Stara Jania;;5;Smêtowo Graniczne;starogardzki;pomorskie
39-215;AP Stara Jastrz¹bka;Stara Jastrz¹bka;;48;Czarna;dêbicki;podkarpackie
16-100;AP Stara Kamionka;Stara Kamionka;;37;Sokó³ka;sokólski;podlaskie
83-430;UP Stara Kiszewa;Stara Kiszewa;Ogrodowa;1;Stara Kiszewa;koœcierski;pomorskie
78-540;AP Stara Korytnica;Stara Korytnica;;10/A;Kalisz Pomorski;drawski;zachodniopomorskie
64-932;AP Stara £ubianka;Stara £ubianka;Koœciuszkowców;25;Szyd³owo;pilski;wielkopolskie
16-427;AP Stara Paw³ówka;Stara Paw³ówka (Paw³ówka Ma³a);;3;Przeroœl;suwalski;podlaskie
16-100;AP Stara Rozedranka;Stara Rozedranka;;7;Sokó³ka;sokólski;podlaskie
36-200;AP Stara Wieœ;Stara Wieœ;;473a;Brzozów;brzozowski;podkarpackie
22-530;AP Stara Wieœ;Stara Wieœ;;93;Mircze;hrubieszowski;lubelskie
07-100;AP Stara Wieœ k. Wêgrowa;Starawieœ;Koœcielna;1;Liw;wêgrowski;mazowieckie
77-411;AP Stara Wiœniewka;Stara Wiœniewka;;25;Zakrzewo;z³otowski;wielkopolskie
27-200;AP Starachowice;Starachowice;Lenartowska;1;Starachowice;starachowicki;œwiêtokrzyskie
27-204;AP Starachowice;Starachowice;Lipowa;29;Starachowice;starachowicki;œwiêtokrzyskie
27-200;AP Starachowice;Starachowice;Nowowiejska;7 A;Starachowice;starachowicki;œwiêtokrzyskie
27-200;AP Starachowice;Starachowice;Radomska;11;Starachowice;starachowicki;œwiêtokrzyskie
27-200;UP Starachowice 1;Starachowice;S³oneczna;4;Starachowice;starachowicki;œwiêtokrzyskie
27-231;FUP Starachowice 1;Brody;Starachowicka;9;Brody;starachowicki;œwiêtokrzyskie
27-202;FUP Starachowice 1;Starachowice;Mickiewicza Adama;1;Starachowice;starachowicki;œwiêtokrzyskie
27-206;FUP Starachowice 1;Starachowice;Murarska;11;Starachowice;starachowicki;œwiêtokrzyskie
27-215;FUP Starachowice 1;W¹chock;Kolejowa;19;W¹chock;starachowicki;œwiêtokrzyskie
27-201;UP Starachowice 3;Starachowice;Konstytucji 3 Maja;23;Starachowice;starachowicki;œwiêtokrzyskie
27-203;UP Starachowice 5;Starachowice;Miodowa;10;Starachowice;starachowicki;œwiêtokrzyskie
27-205;UP Starachowice 7;Starachowice;Pi³sudskiego Józefa (Marsza³ka Józefa Pi³sudskiego);15;Starachowice;starachowicki;œwiêtokrzyskie
05-082;UP Stare Babice;Stare Babice;Rynek;11;Stare Babice;warszawski zachodni;mazowieckie
76-039;AP Stare Bielice;Stare Bielice;;52/a;Biesiekierz;koszaliñski;zachodniopomorskie
64-040;AP Stare Bojanowo;Stare Bojanowo;G³ówna;37;Œmigiel;koœciañski;wielkopolskie
76-019;AP Stare Borne;Stare Borne;;16;Bobolice;koszaliñski;zachodniopomorskie
18-430;AP Stare Bo¿ejewo;Stare Bo¿ejewo;;39A;Wizna;³om¿yñski;podlaskie
74-108;AP Stare Czarnowo;Stare Czarnowo;Szczeciñska;21/1;Stare Czarnowo;gryfiñski;zachodniopomorskie
13-203;AP Stare D³utowo;Stare D³utowo;Tysi¹clecia;15 B;Lidzbark;dzia³dowski;warmiñsko-mazurskie
78-552;AP Stare Drawsko;Stare Drawsko;;24;Czaplinek;drawski;zachodniopomorskie
67-407;AP Stare Drzewce;Stare Drzewce;;95;Szlichtyngowa;wschowski;lubuskie
09-166;AP Stare Gralewo;Stare Gralewo;;105/1;Raci¹¿;p³oñski;mazowieckie
14-133;AP Stare Jab³onki;Stare Jab³onki;Olsztyñska;21;Ostróda;ostródzki;warmiñsko-mazurskie
19-330;UP Stare Juchy;Stare Juchy;Kolejowa;1;Stare Juchy;e³cki;warmiñsko-mazurskie
19-324;FUP Stare Juchy;Skomack Wielki;;10;Stare Juchy;e³cki;warmiñsko-mazurskie
11-710;AP Stare Kie³bonki;Stare Kie³bonki;;29;Piecki;mr¹gowski;warmiñsko-mazurskie
66-540;UP Stare Kurowo;Stare Kurowo;¯ymierskiego Micha³a;5;Stare Kurowo;strzelecko-drezdenecki;lubuskie
46-083;AP Stare Sio³kowice;Stare Sio³kowice;Klapacz;32;Popielów;opolski;opolskie
67-410;AP Stare Str¹cze;Stare Str¹cze;;32;S³awa;wschowski;lubuskie
73-105;AP Stargard Szczeciñski;Stargard Szczeciñski;Chopina Fryderyka;31U/2;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-101;AP Stargard Szczeciñski;Stargard Szczeciñski;Koœciuszki Tadeusza;73;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-100;UP Stargard Szczeciñski 1;Stargard Szczeciñski;Szczeciñska;71;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-104;FUP Stargard Szczeciñski 1;Stargard Szczeciñski;Pogodna;8;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;UP Stargard Szczeciñski 2;Stargard Szczeciñski;Ksiêcia Barnima I;2;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Kobylanka;Szkolna;4;Kobylanka;stargardzki;zachodniopomorskie
73-108;FUP Stargard Szczeciñski 2;skrytki/przegródki;;;Kobylanka;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Kr¹piel;;12b;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Pêzino;;22;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-107;FUP Stargard Szczeciñski 2;Reptowo;;96a;Kobylanka;stargardzki;zachodniopomorskie
73-112;FUP Stargard Szczeciñski 2;Stara D¹browa;;11;Stara D¹browa;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Stargard Szczeciñski;Lechonia Jana;8A;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Stargard Szczeciñski;Lotników;21;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Stargard Szczeciñski;Szczeciñska;81;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-110;FUP Stargard Szczeciñski 2;Stargard Szczeciñski;Tañskiego Czes³awa;22;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-103;UP Stargard Szczeciñski 5;Stargard Szczeciñski;Kwiatowa;1 U/2;Stargard Szczeciñski;stargardzki;zachodniopomorskie
73-106;UP Stargard Szczeciñski 8;Stargard Szczeciñski;Pocztowa;1;Stargard Szczeciñski;stargardzki;zachodniopomorskie
83-204;AP Starogard Gdañski;Starogard Gdañski;Droga Nowowiejska;37;Starogard Gdañski;starogardzki;pomorskie
83-200;AP Starogard Gdañski;Starogard Gdañski;Lubichowska;104;Starogard Gdañski;starogardzki;pomorskie
83-200;AP Starogard Gdañski;Starogard Gdañski;Niepodleg³oœci Al.;7;Starogard Gdañski;starogardzki;pomorskie
83-200;UP Starogard Gdañski 1;Starogard Gdañski;Hallera Józefa (Genera³a Józefa Hallera);17;Starogard Gdañski;starogardzki;pomorskie
83-201;FUP Starogard Gdañski 1;Starogard Gdañski;Juranda ze Spychowa;6;Starogard Gdañski;starogardzki;pomorskie
83-202;UP Starogard Gdañski 4;Starogard Gdañski;Kopernika Miko³aja;22 B;Starogard Gdañski;starogardzki;pomorskie
83-203;UP Starogard Gdañski 5;Starogard Gdañski;Pomorska;9;Starogard Gdañski;starogardzki;pomorskie
72-315;AP Starogard £obeski;Starogard;;18;Resko;³obeski;zachodniopomorskie
21-132;AP Staroœcin;Staroœcin;;17;Kamionka;lubartowski;lubelskie
09-440;UP StaroŸreby;StaroŸreby;Koœcielna;39;StaroŸreby;p³ocki;mazowieckie
22-244;UP Stary Brus;Stary Brus;;35;Stary Brus;w³odawski;lubelskie
27-670;AP Stary Chodków;Chodków Stary;;9;£oniów;sandomierski;œwiêtokrzyskie
78-460;AP Stary Chwalim;Stary Chwalim;;39;Barwice;szczecinecki;zachodniopomorskie
82-450;UP Stary Dzierzgoñ;Stary Dzierzgoñ;;20;Stary Dzierzgoñ;sztumski;pomorskie
37-632;UP Stary Dzików;Stary Dzików;Kustronia Józefa (Genera³a Józefa Kustronia);2;Stary Dzików;lubaczowski;podkarpackie
16-400;AP Stary Folwark;Stary Folwark;;2A;Suwa³ki;suwalski;podlaskie
63-800;AP Stary Gostyñ;Stary Gostyñ;;8A;Gostyñ;gostyñski;wielkopolskie
76-150;AP Stary Jaros³aw;Stary Jaros³aw;;27;Dar³owo;s³awieñski;zachodniopomorskie
17-204;AP Stary Kornin;Stary Kornin;;72;Dubicze Cerkiewne;hajnowski;podlaskie
07-303;UP Stary Lubotyñ;Stary Lubotyñ;;42 A;Stary Lubotyñ;ostrowski;mazowieckie
33-340;UP Stary S¹cz;Stary S¹cz;Batorego Stefana;19;Stary S¹cz;nowos¹decki;ma³opolskie
33-386;FUP Stary S¹cz;Podegrodzie;;399;Podegrodzie;nowos¹decki;ma³opolskie
33-341;AP Stary S¹cz;Stary S¹cz;Rynek;16;Stary S¹cz;nowos¹decki;ma³opolskie
06-220;UP Stary Szelków;Stary Szelków;;34;Szelków;makowski;mazowieckie
87-110;AP Stary Toruñ;Stary Toruñ;S³oneczna;8;Z³awieœ Wielka;toruñski;kujawsko-pomorskie
57-300;AP Stary Wielis³aw;Stary Wielis³aw;;72;K³odzko;k³odzki;dolnoœl¹skie
22-417;UP Stary Zamoœæ;Stary Zamoœæ;;22;Stary Zamoœæ;zamojski;lubelskie
77-220;AP Starzno;Starzno;;4;Kocza³a;cz³uchowski;pomorskie
84-107;AP Starzyno;Starzyno;Lipowa;1;Puck;pucki;pomorskie
38-325;AP Staszkówka;Staszkówka;;268;Moszczenica;gorlicki;ma³opolskie
28-200;AP Staszów;Staszów;Konstytucji 3 Maja;6A;Staszów;staszowski;œwiêtokrzyskie
28-200;UP Staszów 1;Staszów;Kolejowa;1;Staszów;staszowski;œwiêtokrzyskie
28-203;UP Staszów 3;Staszów;Jana Paw³a II;10;Staszów;staszowski;œwiêtokrzyskie
22-116;AP Staw;Staw;;38;Che³m;che³mski;lubelskie
66-433;AP Staw;Staw;;57;Lubiszyn;gorzowski;lubuskie
62-865;AP Staw Kaliski;Staw;Wolnoœci Pl.;5;Szczytniki;kaliski;wielkopolskie
11-034;UP Stawiguda;Stawiguda;Olsztyñska;11;Stawiguda;olsztyñski;warmiñsko-mazurskie
18-520;UP Stawiski;Stawiski;£om¿yñska;21;Stawiski;kolneñski;podlaskie
18-520;FUP Stawiski;Grabowo;3 Maja Pl.;10;Grabowo;kolneñski;podlaskie
62-820;UP Stawiszyn;Stawiszyn;Zamkowa;1;Stawiszyn;kaliski;wielkopolskie
26-220;UP St¹porków;St¹porków;Pi³sudskiego Józefa (Marsza³ka Józefa Pi³sudskiego);137;St¹porków;konecki;œwiêtokrzyskie
26-220;AP St¹porków;St¹porków;1 Maja;4;St¹porków;konecki;œwiêtokrzyskie
82-103;UP Stegna;Stegna;Gdañska;30;Stegna;nowodworski;pomorskie
82-103;FUP Stegna;Drewnica;Drewnica;143;Stegna;nowodworski;pomorskie
82-110;FUP Stegna;Sztutowo;Szkolna;14;Sztutowo;nowodworski;pomorskie
16-081;AP Stelmachowo;Stelmachowo;;8;Tykocin;bia³ostocki;podlaskie
08-320;UP Sterdyñ;Sterdyñ;Wojska Polskiego;11;Sterdyñ;soko³owski;mazowieckie
32-826;AP Sterkowiec;Sterkowiec;Sosnowa;9;Brzesko;brzeski;ma³opolskie
46-331;AP Sternalice;Sternalice;;68;Rad³ów;oleski;opolskie
14-111;AP Stêbark;Stêbark;;64A;Grunwald;ostródzki;warmiñsko-mazurskie
38-130;AP Stêpina;Stêpina;;118;Frysztak;strzy¿owski;podkarpackie
62-060;UP Stêszew;Stêszew;Poznañska;21;Stêszew;poznañski;wielkopolskie
83-322;UP Stê¿yca;Stê¿yca;Sobieskiego Jana III;2;Stê¿yca;kartuski;pomorskie
46-090;AP Stobrawa;Stobrawa;Kani Jakuba;6;Popielów;opolski;opolskie
11-107;AP Stoczek;Stoczek (Stoczek Klasztorny);;31;Kiwity;lidzbarski;warmiñsko-mazurskie
07-104;UP Stoczek k. Ma³kini;Stoczek;Kolejowa;5;Stoczek;wêgrowski;mazowieckie
21-450;UP Stoczek £ukowski;Stoczek £ukowski;Wyzwolenia;6;Stoczek £ukowski;³ukowski;lubelskie
21-450;FUP Stoczek £ukowski;Jedlanka;Warszawska;5;Stoczek £ukowski;³ukowski;lubelskie
08-112;AP Stok Wiœniewski;Stok Wiœniewski;;31 A;Wiœniew;siedlecki;mazowieckie
86-212;UP Stolno;Stolno;;112;Stolno;che³miñski;kujawsko-pomorskie
74-511;AP Sto³eczna;Sto³eczna;;6/3;Trzciñsko-Zdrój;gryfiñski;zachodniopomorskie
28-130;UP Stopnica;Stopnica;Pi³sudskiego Józefa Pl.;7;Stopnica;buski;œwiêtokrzyskie
57-200;AP Stoszowice;Stoszowice;;98;Stoszowice;z¹bkowicki;dolnoœl¹skie
76-220;AP Stowiêcino;Stowiêcino;;14/2;G³ówczyce;s³upski;pomorskie
19-420;AP Sto¿ne;Sto¿ne;;22 A;Kowale Oleckie;olecki;warmiñsko-mazurskie
05-282;UP Strachówka;Strachówka;Norwida Cypriana Kamila;6;Strachówka;wo³omiñski;mazowieckie
19-300;AP Straduny;Straduny;Kajki Micha³a;13;E³k;e³cki;warmiñsko-mazurskie
39-218;AP Straszêcin;Straszêcin;;295 J;¯yraków;dêbicki;podkarpackie
36-042;AP Straszydle;Straszydle;;395;Lubenia;rzeszowski;podkarpackie
26-067;UP Strawczyn;Strawczyn;Ogrodowa;5;Strawczyn;kielecki;œwiêtokrzyskie
46-320;AP Strojec;Strojec;Czêstochowska;80;Praszka;oleski;opolskie
26-804;UP Stromiec;Stromiec;Piaski;4;Stromiec;bia³obrzeski;mazowieckie
86-023;AP Stronno;Stronno;Szkolna;19;Dobrcz;bydgoski;kujawsko-pomorskie
32-431;AP Stró¿a;Stró¿a;;630;Pcim;myœlenicki;ma³opolskie
23-200;AP Stró¿a;Stró¿a;;100;Kraœnik;kraœnicki;lubelskie
33-331;UP Stró¿e k. Gorlic;Stró¿e;;31;Grybów;nowos¹decki;ma³opolskie
43-246;UP Strumieñ;Strumieñ;Pocztowa;9;Strumieñ;cieszyñski;œl¹skie
11-301;AP Stryjewo;Stryjewo;;28 A;Biskupiec;olsztyñski;warmiñsko-mazurskie
62-060;AP Strykowo;Strykowo;Bukowska;17;Stêszew;poznañski;wielkopolskie
95-010;UP Stryków k. £odzi;Stryków;Stary Rynek;1;Stryków;zgierski;³ódzkie
95-011;FUP Stryków k. £odzi;Bratoszewice;Szkolna;10;Stryków;zgierski;³ódzkie
34-146;UP Stryszów;Stryszów;;557;Stryszów;wadowicki;ma³opolskie
62-400;AP Strza³kowo;Strza³kowo;Sikorskiego W³adys³awa (Genera³a W³adys³awa Sikorskiego);5;Strza³kowo;s³upecki;wielkopolskie
97-500;AP Strza³ków;Strza³ków;Kopernika Miko³aja;2;Radomsko;radomszczañski;³ódzkie
62-850;AP Strza³ków;Strza³ków;;16A;Lisków;kaliski;wielkopolskie
84-242;AP Strzebielino;Strzebielino;Leœna;12/1;£êczyce;wejherowski;pomorskie
42-286;AP Strzebiñ;Strzebiñ;Lubliniecka;15B;Koszêcin;lubliniecki;œl¹skie
77-310;AP Strzeczona;Strzeczona;;14;Debrzno;cz³uchowski;pomorskie
06-123;AP Strzegocin;Strzegocin;;68;Œwiercze;pu³tuski;mazowieckie
99-300;AP Strzegocin k. Kutna;Strzegocin;;1;Kutno;kutnowski;³ódzkie
58-150;UP Strzegom;Strzegom;Koœciuszki Tadeusza;12;Strzegom;œwidnicki;dolnoœl¹skie
58-150;AP Strzegom;Strzegom;Kasztanowa;2;Strzegom;œwidnicki;dolnoœl¹skie
06-445;UP Strzegowo;Strzegowo;Wyzwolenia;25;Strzegowo;m³awski;mazowieckie
49-200;AP Strzegów;Strzegów;;38 a;Grodków;brzeski;opolskie
66-500;UP Strzelce Krajeñskie;Strzelce Krajeñskie;Gorzowska;1;Strzelce Krajeñskie;strzelecko-drezdenecki;lubuskie
66-500;AP Strzelce Krajeñskie;Strzelce Krajeñskie;S³owackiego Juliusza;8C;Strzelce Krajeñskie;strzelecko-drezdenecki;lubuskie
47-100;AP Strzelce Opolskie;Strzelce Opolskie;Ko³³¹taja Hugo;5;Strzelce Opolskie;strzelecki;opolskie
47-100;UP Strzelce Opolskie 1;Strzelce Opolskie;Prawego Marka;18;Strzelce Opolskie;strzelecki;opolskie
47-180;FUP Strzelce Opolskie 1;Izbicko;Gogoliñska;6;Izbicko;strzelecki;opolskie
47-100;FUP Strzelce Opolskie 1;Strzelce Opolskie;Piastów Œl¹skich Os.;24;Strzelce Opolskie;strzelecki;opolskie
98-337;UP Strzelce Wielkie k. Pajêczna;Strzelce Wielkie;Czêstochowska;14;Strzelce Wielkie;pajêczañski;³ódzkie
16-326;AP Strzelcowizna;Strzelcowizna;;14;P³aska;augustowski;podlaskie
86-016;AP Strzelewo;Strzelewo;;27;Sicienko;bydgoski;kujawsko-pomorskie
72-204;AP Strzelewo Szczeciñskie;Strzelewo;;11;Nowogard;goleniowski;zachodniopomorskie
57-100;UP Strzelin;Strzelin;Pocztowa;11;Strzelin;strzeliñski;dolnoœl¹skie
57-100;FUP Strzelin;Borów;Wroc³awska;16;Borów;strzeliñski;dolnoœl¹skie
57-100;FUP Strzelin;Prusy;Pocztowa;27;Kondratowice;strzeliñski;dolnoœl¹skie
57-100;FUP Strzelin;Przeworno;Pocztowa;15;Przeworno;strzeliñski;dolnoœl¹skie
57-100;FUP Strzelin;Wi¹zów;Pocztowa;1;Wi¹zów;strzeliñski;dolnoœl¹skie
57-100;AP Strzelin;Strzelin;Staromiejska;50;Strzelin;strzeliñski;dolnoœl¹skie
88-320;UP Strzelno;Strzelno;Œwiêtego Ducha;32;Strzelno;mogileñski;kujawsko-pomorskie
88-320;FUP Strzelno;Markowice;;31;Strzelno;mogileñski;kujawsko-pomorskie
84-222;AP Strzepcz;Strzepcz;Lipowa;17;Linia;wejherowski;pomorskie
24-220;AP Strzeszkowice Du¿e;Strzeszkowice Du¿e;;251;Niedrzwica Du¿a;lubelski;lubelskie
87-340;AP Strzygi;Strzygi;;38;Osiek;brodnicki;kujawsko-pomorskie
23-107;UP Strzy¿ewice;Strzy¿ewice;;109;Strzy¿ewice;lubelski;lubelskie
62-214;AP Strzy¿ewo Koœcielne;Strzy¿ewo Koœcielne;;1A;Gniezno;gnieŸnieñski;wielkopolskie
42-575;UP Strzy¿owice k. Bêdzina;Strzy¿owice;Belna;1;Psary;bêdziñski;œl¹skie
38-100;UP Strzy¿ów n. Wis³okiem;Strzy¿ów;Parkowa;7;Strzy¿ów;strzy¿owski;podkarpackie
37-723;UP Stubno;Stubno;;69 A;Stubno;przemyski;podkarpackie
72-405;AP Stuchowo;Stuchowo;;65/3;Œwierzno;kamieñski;zachodniopomorskie
26-903;AP Studzianki Pancerne;Studzianki Pancerne;;7;G³owaczów;kozienicki;mazowieckie
77-143;UP Studzienice;Studzienice;Piastowska;10;Studzienice;bytowski;pomorskie
43-200;AP Studzionka;Studzionka;Jordana Henryka;26b;Pszczyna;pszczyñski;œl¹skie
22-231;AP Stulno;Stulno;;47;Wola Uhruska;w³odawski;lubelskie
27-233;AP Styków;Styków;Œwiêtokrzyska;44;Brody;starachowicki;œwiêtokrzyskie
67-120;AP Stypu³ów;Stypu³ów;;95;Ko¿uchów;nowosolski;lubuskie
26-800;AP Sucha;Sucha;Bia³obrzeska;8;Bia³obrzegi;bia³obrzeski;mazowieckie
34-200;UP Sucha Beskidzka;Sucha Beskidzka;Mickiewicza Adama;50;Sucha Beskidzka;suski;ma³opolskie
34-200;FUP Sucha Beskidzka;Krzeszów;;78;Stryszawa;suski;ma³opolskie
34-232;FUP Sucha Beskidzka;Lachowice;;181;Stryszawa;suski;ma³opolskie
34-200;FUP Sucha Beskidzka;Stryszawa;;736 A;Stryszawa;suski;ma³opolskie
34-210;FUP Sucha Beskidzka;Zembrzyce;Rynek;158;Zembrzyce;suski;ma³opolskie
34-200;AP Sucha Beskidzka;Sucha Beskidzka;Mickiewicza Adama;5;Sucha Beskidzka;suski;ma³opolskie
48-133;AP Sucha Psina;Sucha Psina;;34;Baborów;g³ubczycki;opolskie
73-132;UP Suchañ;Suchañ;Pomorska;43;Suchañ;stargardzki;zachodniopomorskie
26-130;UP Suchedniów;Suchedniów;Bugaj;1;Suchedniów;skar¿yski;œwiêtokrzyskie
26-130;AP Suchedniów;Suchedniów;Powstañców 1863 R.;58;Suchedniów;skar¿yski;œwiêtokrzyskie
77-233;AP Suchorze;Suchorze;;7;Trzebielino;bytowski;pomorskie
78-542;AP Suchowo;Suchowo;;36;Kalisz Pomorski;drawski;zachodniopomorskie
16-150;UP Suchowola;Suchowola;Koœciuszki Pl.;27;Suchowola;sokólski;podlaskie
16-150;FUP Suchowola;Korycin;Knyszyñska;2;Korycin;sokólski;podlaskie
21-305;AP Suchowola;Suchowola;;126;Wohyñ;radzyñski;lubelskie
22-442;AP Suchowola;Suchowola;;214;Adamów;zamojski;lubelskie
08-125;UP Sucho¿ebry;Sucho¿ebry;Ogiñskiej Aleksandry;11;Sucho¿ebry;siedlecki;mazowieckie
62-002;UP Suchy Las;Suchy Las;Nowy Rynek Pl.;3;Suchy Las;poznañski;wielkopolskie
62-002;FUP Suchy Las;Chludowo;Obornicka;1;Suchy Las;poznañski;wielkopolskie
62-002;FUP Suchy Las;Z³otniki;Grzybowy Pl.;14;Suchy Las;poznañski;wielkopolskie
32-856;AP Sufczyn;Sufczyn;;480;Dêbno;brzeski;ma³opolskie
